source_id,source,branch,target,target_id,multiplicity_fraction,route,rule_derived
0,d1:r0:podd:b0,retarded,d1:r0:peven:b2,2,1,VISIBLE,yes
1,d1:r0:peven:b1,retarded,d1:r0:peven:b2,2,1,VISIBLE,yes
2,d1:r0:peven:b2,retarded,d1:r0:peven:b2,2,1,VISIBLE,yes
3,d1:r1:podd:b0,retarded,d1:r1:peven:b2,5,1,VISIBLE,yes
4,d1:r1:peven:b1,retarded,d1:r1:peven:b2,5,1,VISIBLE,yes
5,d1:r1:peven:b2,retarded,d1:r1:peven:b2,5,1,VISIBLE,yes
6,d1:r2:podd:b0,retarded,d1:r2:peven:b2,8,1,VISIBLE,yes
6,d1:r2:podd:b0,advanced,Q_K:DEPTH_ZERO,,1,TAIL_DEPTH_ZERO,yes
7,d1:r2:peven:b1,retarded,d1:r2:peven:b2,8,1,VISIBLE,yes
7,d1:r2:peven:b1,advanced,Q_K:DEPTH_ZERO,,1,TAIL_DEPTH_ZERO,yes
8,d1:r2:peven:b2,retarded,d1:r2:peven:b2,8,1,VISIBLE,yes
8,d1:r2:peven:b2,advanced,Q_K:DEPTH_ZERO,,1,TAIL_DEPTH_ZERO,yes
9,d2:r0:podd:b0,retarded,d2:r0:peven:b2,11,1,VISIBLE,yes
10,d2:r0:peven:b1,retarded,d2:r0:peven:b2,11,1,VISIBLE,yes
11,d2:r0:peven:b2,retarded,d2:r0:peven:b2,11,1,VISIBLE,yes
12,d2:r1:podd:b0,retarded,d2:r4:peven:b2,23,1,VISIBLE,yes
13,d2:r1:peven:b1,retarded,d2:r4:peven:b2,23,1,VISIBLE,yes
14,d2:r1:peven:b2,retarded,d2:r4:peven:b2,23,1,VISIBLE,yes
15,d2:r2:podd:b0,retarded,d2:r8:peven:b2,35,1,VISIBLE,yes
15,d2:r2:podd:b0,advanced,d1:r1:podd:b0,3,1/1,VISIBLE,yes
16,d2:r2:peven:b1,retarded,d2:r8:peven:b2,35,1,VISIBLE,yes
16,d2:r2:peven:b1,advanced,d1:r1:podd:b0,3,1/1,VISIBLE,yes
17,d2:r2:peven:b2,retarded,d2:r8:peven:b2,35,1,VISIBLE,yes
17,d2:r2:peven:b2,advanced,d1:r1:podd:b0,3,1/1,VISIBLE,yes
18,d2:r3:podd:b0,retarded,d2:r3:peven:b2,20,1,VISIBLE,yes
19,d2:r3:peven:b1,retarded,d2:r3:peven:b2,20,1,VISIBLE,yes
20,d2:r3:peven:b2,retarded,d2:r3:peven:b2,20,1,VISIBLE,yes
21,d2:r4:podd:b0,retarded,d2:r7:peven:b2,32,1,VISIBLE,yes
22,d2:r4:peven:b1,retarded,d2:r7:peven:b2,32,1,VISIBLE,yes
23,d2:r4:peven:b2,retarded,d2:r7:peven:b2,32,1,VISIBLE,yes
24,d2:r5:podd:b0,retarded,d2:r2:peven:b2,17,1,VISIBLE,yes
24,d2:r5:podd:b0,advanced,d1:r0:podd:b0,0,1/1,VISIBLE,yes
25,d2:r5:peven:b1,retarded,d2:r2:peven:b2,17,1,VISIBLE,yes
25,d2:r5:peven:b1,advanced,d1:r0:podd:b0,0,1/1,VISIBLE,yes
26,d2:r5:peven:b2,retarded,d2:r2:peven:b2,17,1,VISIBLE,yes
26,d2:r5:peven:b2,advanced,d1:r0:podd:b0,0,1/1,VISIBLE,yes
27,d2:r6:podd:b0,retarded,d2:r6:peven:b2,29,1,VISIBLE,yes
28,d2:r6:peven:b1,retarded,d2:r6:peven:b2,29,1,VISIBLE,yes
29,d2:r6:peven:b2,retarded,d2:r6:peven:b2,29,1,VISIBLE,yes
30,d2:r7:podd:b0,retarded,d2:r1:peven:b2,14,1,VISIBLE,yes
31,d2:r7:peven:b1,retarded,d2:r1:peven:b2,14,1,VISIBLE,yes
32,d2:r7:peven:b2,retarded,d2:r1:peven:b2,14,1,VISIBLE,yes
33,d2:r8:podd:b0,retarded,d2:r5:peven:b2,26,1,VISIBLE,yes
33,d2:r8:podd:b0,advanced,d1:r2:podd:b0,6,1/1,VISIBLE,yes
34,d2:r8:peven:b1,retarded,d2:r5:peven:b2,26,1,VISIBLE,yes
34,d2:r8:peven:b1,advanced,d1:r2:podd:b0,6,1/1,VISIBLE,yes
35,d2:r8:peven:b2,retarded,d2:r5:peven:b2,26,1,VISIBLE,yes
35,d2:r8:peven:b2,advanced,d1:r2:podd:b0,6,1/1,VISIBLE,yes
36,d3:r0:podd:b0,retarded,d3:r0:peven:b2,38,1,VISIBLE,yes
37,d3:r0:peven:b1,retarded,d3:r0:peven:b2,38,1,VISIBLE,yes
38,d3:r0:peven:b2,retarded,d3:r0:peven:b2,38,1,VISIBLE,yes
39,d3:r1:podd:b0,retarded,d3:r4:peven:b2,50,1,VISIBLE,yes
40,d3:r1:peven:b1,retarded,d3:r4:peven:b2,50,1,VISIBLE,yes
41,d3:r1:peven:b2,retarded,d3:r4:peven:b2,50,1,VISIBLE,yes
42,d3:r2:podd:b0,retarded,d3:r8:peven:b2,62,1,VISIBLE,yes
42,d3:r2:podd:b0,advanced,d2:r1:podd:b0,12,1/1,VISIBLE,yes
43,d3:r2:peven:b1,retarded,d3:r8:peven:b2,62,1,VISIBLE,yes
43,d3:r2:peven:b1,advanced,d2:r1:podd:b0,12,1/1,VISIBLE,yes
44,d3:r2:peven:b2,retarded,d3:r8:peven:b2,62,1,VISIBLE,yes
44,d3:r2:peven:b2,advanced,d2:r1:podd:b0,12,1/1,VISIBLE,yes
45,d3:r3:podd:b0,retarded,d3:r12:peven:b2,74,1,VISIBLE,yes
46,d3:r3:peven:b1,retarded,d3:r12:peven:b2,74,1,VISIBLE,yes
47,d3:r3:peven:b2,retarded,d3:r12:peven:b2,74,1,VISIBLE,yes
48,d3:r4:podd:b0,retarded,d3:r16:peven:b2,86,1,VISIBLE,yes
49,d3:r4:peven:b1,retarded,d3:r16:peven:b2,86,1,VISIBLE,yes
50,d3:r4:peven:b2,retarded,d3:r16:peven:b2,86,1,VISIBLE,yes
51,d3:r5:podd:b0,retarded,d3:r20:peven:b2,98,1,VISIBLE,yes
51,d3:r5:podd:b0,advanced,d2:r3:podd:b0,18,1/1,VISIBLE,yes
52,d3:r5:peven:b1,retarded,d3:r20:peven:b2,98,1,VISIBLE,yes
52,d3:r5:peven:b1,advanced,d2:r3:podd:b0,18,1/1,VISIBLE,yes
53,d3:r5:peven:b2,retarded,d3:r20:peven:b2,98,1,VISIBLE,yes
53,d3:r5:peven:b2,advanced,d2:r3:podd:b0,18,1/1,VISIBLE,yes
54,d3:r6:podd:b0,retarded,d3:r24:peven:b2,110,1,VISIBLE,yes
55,d3:r6:peven:b1,retarded,d3:r24:peven:b2,110,1,VISIBLE,yes
56,d3:r6:peven:b2,retarded,d3:r24:peven:b2,110,1,VISIBLE,yes
57,d3:r7:podd:b0,retarded,d3:r1:peven:b2,41,1,VISIBLE,yes
58,d3:r7:peven:b1,retarded,d3:r1:peven:b2,41,1,VISIBLE,yes
59,d3:r7:peven:b2,retarded,d3:r1:peven:b2,41,1,VISIBLE,yes
60,d3:r8:podd:b0,retarded,d3:r5:peven:b2,53,1,VISIBLE,yes
60,d3:r8:podd:b0,advanced,d2:r5:podd:b0,24,1/1,VISIBLE,yes
61,d3:r8:peven:b1,retarded,d3:r5:peven:b2,53,1,VISIBLE,yes
61,d3:r8:peven:b1,advanced,d2:r5:podd:b0,24,1/1,VISIBLE,yes
62,d3:r8:peven:b2,retarded,d3:r5:peven:b2,53,1,VISIBLE,yes
62,d3:r8:peven:b2,advanced,d2:r5:podd:b0,24,1/1,VISIBLE,yes
63,d3:r9:podd:b0,retarded,d3:r9:peven:b2,65,1,VISIBLE,yes
64,d3:r9:peven:b1,retarded,d3:r9:peven:b2,65,1,VISIBLE,yes
65,d3:r9:peven:b2,retarded,d3:r9:peven:b2,65,1,VISIBLE,yes
66,d3:r10:podd:b0,retarded,d3:r13:peven:b2,77,1,VISIBLE,yes
67,d3:r10:peven:b1,retarded,d3:r13:peven:b2,77,1,VISIBLE,yes
68,d3:r10:peven:b2,retarded,d3:r13:peven:b2,77,1,VISIBLE,yes
69,d3:r11:podd:b0,retarded,d3:r17:peven:b2,89,1,VISIBLE,yes
69,d3:r11:podd:b0,advanced,d2:r7:podd:b0,30,1/1,VISIBLE,yes
70,d3:r11:peven:b1,retarded,d3:r17:peven:b2,89,1,VISIBLE,yes
70,d3:r11:peven:b1,advanced,d2:r7:podd:b0,30,1/1,VISIBLE,yes
71,d3:r11:peven:b2,retarded,d3:r17:peven:b2,89,1,VISIBLE,yes
71,d3:r11:peven:b2,advanced,d2:r7:podd:b0,30,1/1,VISIBLE,yes
72,d3:r12:podd:b0,retarded,d3:r21:peven:b2,101,1,VISIBLE,yes
73,d3:r12:peven:b1,retarded,d3:r21:peven:b2,101,1,VISIBLE,yes
74,d3:r12:peven:b2,retarded,d3:r21:peven:b2,101,1,VISIBLE,yes
75,d3:r13:podd:b0,retarded,d3:r25:peven:b2,113,1,VISIBLE,yes
76,d3:r13:peven:b1,retarded,d3:r25:peven:b2,113,1,VISIBLE,yes
77,d3:r13:peven:b2,retarded,d3:r25:peven:b2,113,1,VISIBLE,yes
78,d3:r14:podd:b0,retarded,d3:r2:peven:b2,44,1,VISIBLE,yes
78,d3:r14:podd:b0,advanced,d2:r0:podd:b0,9,1/1,VISIBLE,yes
79,d3:r14:peven:b1,retarded,d3:r2:peven:b2,44,1,VISIBLE,yes
79,d3:r14:peven:b1,advanced,d2:r0:podd:b0,9,1/1,VISIBLE,yes
80,d3:r14:peven:b2,retarded,d3:r2:peven:b2,44,1,VISIBLE,yes
80,d3:r14:peven:b2,advanced,d2:r0:podd:b0,9,1/1,VISIBLE,yes
81,d3:r15:podd:b0,retarded,d3:r6:peven:b2,56,1,VISIBLE,yes
82,d3:r15:peven:b1,retarded,d3:r6:peven:b2,56,1,VISIBLE,yes
83,d3:r15:peven:b2,retarded,d3:r6:peven:b2,56,1,VISIBLE,yes
84,d3:r16:podd:b0,retarded,d3:r10:peven:b2,68,1,VISIBLE,yes
85,d3:r16:peven:b1,retarded,d3:r10:peven:b2,68,1,VISIBLE,yes
86,d3:r16:peven:b2,retarded,d3:r10:peven:b2,68,1,VISIBLE,yes
87,d3:r17:podd:b0,retarded,d3:r14:peven:b2,80,1,VISIBLE,yes
87,d3:r17:podd:b0,advanced,d2:r2:podd:b0,15,1/1,VISIBLE,yes
88,d3:r17:peven:b1,retarded,d3:r14:peven:b2,80,1,VISIBLE,yes
88,d3:r17:peven:b1,advanced,d2:r2:podd:b0,15,1/1,VISIBLE,yes
89,d3:r17:peven:b2,retarded,d3:r14:peven:b2,80,1,VISIBLE,yes
89,d3:r17:peven:b2,advanced,d2:r2:podd:b0,15,1/1,VISIBLE,yes
90,d3:r18:podd:b0,retarded,d3:r18:peven:b2,92,1,VISIBLE,yes
91,d3:r18:peven:b1,retarded,d3:r18:peven:b2,92,1,VISIBLE,yes
92,d3:r18:peven:b2,retarded,d3:r18:peven:b2,92,1,VISIBLE,yes
93,d3:r19:podd:b0,retarded,d3:r22:peven:b2,104,1,VISIBLE,yes
94,d3:r19:peven:b1,retarded,d3:r22:peven:b2,104,1,VISIBLE,yes
95,d3:r19:peven:b2,retarded,d3:r22:peven:b2,104,1,VISIBLE,yes
96,d3:r20:podd:b0,retarded,d3:r26:peven:b2,116,1,VISIBLE,yes
96,d3:r20:podd:b0,advanced,d2:r4:podd:b0,21,1/1,VISIBLE,yes
97,d3:r20:peven:b1,retarded,d3:r26:peven:b2,116,1,VISIBLE,yes
97,d3:r20:peven:b1,advanced,d2:r4:podd:b0,21,1/1,VISIBLE,yes
98,d3:r20:peven:b2,retarded,d3:r26:peven:b2,116,1,VISIBLE,yes
98,d3:r20:peven:b2,advanced,d2:r4:podd:b0,21,1/1,VISIBLE,yes
99,d3:r21:podd:b0,retarded,d3:r3:peven:b2,47,1,VISIBLE,yes
100,d3:r21:peven:b1,retarded,d3:r3:peven:b2,47,1,VISIBLE,yes
101,d3:r21:peven:b2,retarded,d3:r3:peven:b2,47,1,VISIBLE,yes
102,d3:r22:podd:b0,retarded,d3:r7:peven:b2,59,1,VISIBLE,yes
103,d3:r22:peven:b1,retarded,d3:r7:peven:b2,59,1,VISIBLE,yes
104,d3:r22:peven:b2,retarded,d3:r7:peven:b2,59,1,VISIBLE,yes
105,d3:r23:podd:b0,retarded,d3:r11:peven:b2,71,1,VISIBLE,yes
105,d3:r23:podd:b0,advanced,d2:r6:podd:b0,27,1/1,VISIBLE,yes
106,d3:r23:peven:b1,retarded,d3:r11:peven:b2,71,1,VISIBLE,yes
106,d3:r23:peven:b1,advanced,d2:r6:podd:b0,27,1/1,VISIBLE,yes
107,d3:r23:peven:b2,retarded,d3:r11:peven:b2,71,1,VISIBLE,yes
107,d3:r23:peven:b2,advanced,d2:r6:podd:b0,27,1/1,VISIBLE,yes
108,d3:r24:podd:b0,retarded,d3:r15:peven:b2,83,1,VISIBLE,yes
109,d3:r24:peven:b1,retarded,d3:r15:peven:b2,83,1,VISIBLE,yes
110,d3:r24:peven:b2,retarded,d3:r15:peven:b2,83,1,VISIBLE,yes
111,d3:r25:podd:b0,retarded,d3:r19:peven:b2,95,1,VISIBLE,yes
112,d3:r25:peven:b1,retarded,d3:r19:peven:b2,95,1,VISIBLE,yes
113,d3:r25:peven:b2,retarded,d3:r19:peven:b2,95,1,VISIBLE,yes
114,d3:r26:podd:b0,retarded,d3:r23:peven:b2,107,1,VISIBLE,yes
114,d3:r26:podd:b0,advanced,d2:r8:podd:b0,33,1/1,VISIBLE,yes
115,d3:r26:peven:b1,retarded,d3:r23:peven:b2,107,1,VISIBLE,yes
115,d3:r26:peven:b1,advanced,d2:r8:podd:b0,33,1/1,VISIBLE,yes
116,d3:r26:peven:b2,retarded,d3:r23:peven:b2,107,1,VISIBLE,yes
116,d3:r26:peven:b2,advanced,d2:r8:podd:b0,33,1/1,VISIBLE,yes
117,d4:r0:podd:b0,retarded,d4:r0:peven:b2,119,1,VISIBLE,yes
118,d4:r0:peven:b1,retarded,d4:r0:peven:b2,119,1,VISIBLE,yes
119,d4:r0:peven:b2,retarded,d4:r0:peven:b2,119,1,VISIBLE,yes
120,d4:r1:podd:b0,retarded,d4:r4:peven:b2,131,1,VISIBLE,yes
121,d4:r1:peven:b1,retarded,d4:r4:peven:b2,131,1,VISIBLE,yes
122,d4:r1:peven:b2,retarded,d4:r4:peven:b2,131,1,VISIBLE,yes
123,d4:r2:podd:b0,retarded,d4:r8:peven:b2,143,1,VISIBLE,yes
123,d4:r2:podd:b0,advanced,d3:r1:podd:b0,39,1/1,VISIBLE,yes
124,d4:r2:peven:b1,retarded,d4:r8:peven:b2,143,1,VISIBLE,yes
124,d4:r2:peven:b1,advanced,d3:r1:podd:b0,39,1/1,VISIBLE,yes
125,d4:r2:peven:b2,retarded,d4:r8:peven:b2,143,1,VISIBLE,yes
125,d4:r2:peven:b2,advanced,d3:r1:podd:b0,39,1/1,VISIBLE,yes
126,d4:r3:podd:b0,retarded,d4:r12:peven:b2,155,1,VISIBLE,yes
127,d4:r3:peven:b1,retarded,d4:r12:peven:b2,155,1,VISIBLE,yes
128,d4:r3:peven:b2,retarded,d4:r12:peven:b2,155,1,VISIBLE,yes
129,d4:r4:podd:b0,retarded,d4:r16:peven:b2,167,1,VISIBLE,yes
130,d4:r4:peven:b1,retarded,d4:r16:peven:b2,167,1,VISIBLE,yes
131,d4:r4:peven:b2,retarded,d4:r16:peven:b2,167,1,VISIBLE,yes
132,d4:r5:podd:b0,retarded,d4:r20:peven:b2,179,1,VISIBLE,yes
132,d4:r5:podd:b0,advanced,d3:r3:podd:b0,45,1/1,VISIBLE,yes
133,d4:r5:peven:b1,retarded,d4:r20:peven:b2,179,1,VISIBLE,yes
133,d4:r5:peven:b1,advanced,d3:r3:podd:b0,45,1/1,VISIBLE,yes
134,d4:r5:peven:b2,retarded,d4:r20:peven:b2,179,1,VISIBLE,yes
134,d4:r5:peven:b2,advanced,d3:r3:podd:b0,45,1/1,VISIBLE,yes
135,d4:r6:podd:b0,retarded,d4:r24:peven:b2,191,1,VISIBLE,yes
136,d4:r6:peven:b1,retarded,d4:r24:peven:b2,191,1,VISIBLE,yes
137,d4:r6:peven:b2,retarded,d4:r24:peven:b2,191,1,VISIBLE,yes
138,d4:r7:podd:b0,retarded,d4:r28:peven:b2,203,1,VISIBLE,yes
139,d4:r7:peven:b1,retarded,d4:r28:peven:b2,203,1,VISIBLE,yes
140,d4:r7:peven:b2,retarded,d4:r28:peven:b2,203,1,VISIBLE,yes
141,d4:r8:podd:b0,retarded,d4:r32:peven:b2,215,1,VISIBLE,yes
141,d4:r8:podd:b0,advanced,d3:r5:podd:b0,51,1/1,VISIBLE,yes
142,d4:r8:peven:b1,retarded,d4:r32:peven:b2,215,1,VISIBLE,yes
142,d4:r8:peven:b1,advanced,d3:r5:podd:b0,51,1/1,VISIBLE,yes
143,d4:r8:peven:b2,retarded,d4:r32:peven:b2,215,1,VISIBLE,yes
143,d4:r8:peven:b2,advanced,d3:r5:podd:b0,51,1/1,VISIBLE,yes
144,d4:r9:podd:b0,retarded,d4:r36:peven:b2,227,1,VISIBLE,yes
145,d4:r9:peven:b1,retarded,d4:r36:peven:b2,227,1,VISIBLE,yes
146,d4:r9:peven:b2,retarded,d4:r36:peven:b2,227,1,VISIBLE,yes
147,d4:r10:podd:b0,retarded,d4:r40:peven:b2,239,1,VISIBLE,yes
148,d4:r10:peven:b1,retarded,d4:r40:peven:b2,239,1,VISIBLE,yes
149,d4:r10:peven:b2,retarded,d4:r40:peven:b2,239,1,VISIBLE,yes
150,d4:r11:podd:b0,retarded,d4:r44:peven:b2,251,1,VISIBLE,yes
150,d4:r11:podd:b0,advanced,d3:r7:podd:b0,57,1/1,VISIBLE,yes
151,d4:r11:peven:b1,retarded,d4:r44:peven:b2,251,1,VISIBLE,yes
151,d4:r11:peven:b1,advanced,d3:r7:podd:b0,57,1/1,VISIBLE,yes
152,d4:r11:peven:b2,retarded,d4:r44:peven:b2,251,1,VISIBLE,yes
152,d4:r11:peven:b2,advanced,d3:r7:podd:b0,57,1/1,VISIBLE,yes
153,d4:r12:podd:b0,retarded,d4:r48:peven:b2,263,1,VISIBLE,yes
154,d4:r12:peven:b1,retarded,d4:r48:peven:b2,263,1,VISIBLE,yes
155,d4:r12:peven:b2,retarded,d4:r48:peven:b2,263,1,VISIBLE,yes
156,d4:r13:podd:b0,retarded,d4:r52:peven:b2,275,1,VISIBLE,yes
157,d4:r13:peven:b1,retarded,d4:r52:peven:b2,275,1,VISIBLE,yes
158,d4:r13:peven:b2,retarded,d4:r52:peven:b2,275,1,VISIBLE,yes
159,d4:r14:podd:b0,retarded,d4:r56:peven:b2,287,1,VISIBLE,yes
159,d4:r14:podd:b0,advanced,d3:r9:podd:b0,63,1/1,VISIBLE,yes
160,d4:r14:peven:b1,retarded,d4:r56:peven:b2,287,1,VISIBLE,yes
160,d4:r14:peven:b1,advanced,d3:r9:podd:b0,63,1/1,VISIBLE,yes
161,d4:r14:peven:b2,retarded,d4:r56:peven:b2,287,1,VISIBLE,yes
161,d4:r14:peven:b2,advanced,d3:r9:podd:b0,63,1/1,VISIBLE,yes
162,d4:r15:podd:b0,retarded,d4:r60:peven:b2,299,1,VISIBLE,yes
163,d4:r15:peven:b1,retarded,d4:r60:peven:b2,299,1,VISIBLE,yes
164,d4:r15:peven:b2,retarded,d4:r60:peven:b2,299,1,VISIBLE,yes
165,d4:r16:podd:b0,retarded,d4:r64:peven:b2,311,1,VISIBLE,yes
166,d4:r16:peven:b1,retarded,d4:r64:peven:b2,311,1,VISIBLE,yes
167,d4:r16:peven:b2,retarded,d4:r64:peven:b2,311,1,VISIBLE,yes
168,d4:r17:podd:b0,retarded,d4:r68:peven:b2,323,1,VISIBLE,yes
168,d4:r17:podd:b0,advanced,d3:r11:podd:b0,69,1/1,VISIBLE,yes
169,d4:r17:peven:b1,retarded,d4:r68:peven:b2,323,1,VISIBLE,yes
169,d4:r17:peven:b1,advanced,d3:r11:podd:b0,69,1/1,VISIBLE,yes
170,d4:r17:peven:b2,retarded,d4:r68:peven:b2,323,1,VISIBLE,yes
170,d4:r17:peven:b2,advanced,d3:r11:podd:b0,69,1/1,VISIBLE,yes
171,d4:r18:podd:b0,retarded,d4:r72:peven:b2,335,1,VISIBLE,yes
172,d4:r18:peven:b1,retarded,d4:r72:peven:b2,335,1,VISIBLE,yes
173,d4:r18:peven:b2,retarded,d4:r72:peven:b2,335,1,VISIBLE,yes
174,d4:r19:podd:b0,retarded,d4:r76:peven:b2,347,1,VISIBLE,yes
175,d4:r19:peven:b1,retarded,d4:r76:peven:b2,347,1,VISIBLE,yes
176,d4:r19:peven:b2,retarded,d4:r76:peven:b2,347,1,VISIBLE,yes
177,d4:r20:podd:b0,retarded,d4:r80:peven:b2,359,1,VISIBLE,yes
177,d4:r20:podd:b0,advanced,d3:r13:podd:b0,75,1/1,VISIBLE,yes
178,d4:r20:peven:b1,retarded,d4:r80:peven:b2,359,1,VISIBLE,yes
178,d4:r20:peven:b1,advanced,d3:r13:podd:b0,75,1/1,VISIBLE,yes
179,d4:r20:peven:b2,retarded,d4:r80:peven:b2,359,1,VISIBLE,yes
179,d4:r20:peven:b2,advanced,d3:r13:podd:b0,75,1/1,VISIBLE,yes
180,d4:r21:podd:b0,retarded,d4:r3:peven:b2,128,1,VISIBLE,yes
181,d4:r21:peven:b1,retarded,d4:r3:peven:b2,128,1,VISIBLE,yes
182,d4:r21:peven:b2,retarded,d4:r3:peven:b2,128,1,VISIBLE,yes
183,d4:r22:podd:b0,retarded,d4:r7:peven:b2,140,1,VISIBLE,yes
184,d4:r22:peven:b1,retarded,d4:r7:peven:b2,140,1,VISIBLE,yes
185,d4:r22:peven:b2,retarded,d4:r7:peven:b2,140,1,VISIBLE,yes
186,d4:r23:podd:b0,retarded,d4:r11:peven:b2,152,1,VISIBLE,yes
186,d4:r23:podd:b0,advanced,d3:r15:podd:b0,81,1/1,VISIBLE,yes
187,d4:r23:peven:b1,retarded,d4:r11:peven:b2,152,1,VISIBLE,yes
187,d4:r23:peven:b1,advanced,d3:r15:podd:b0,81,1/1,VISIBLE,yes
188,d4:r23:peven:b2,retarded,d4:r11:peven:b2,152,1,VISIBLE,yes
188,d4:r23:peven:b2,advanced,d3:r15:podd:b0,81,1/1,VISIBLE,yes
189,d4:r24:podd:b0,retarded,d4:r15:peven:b2,164,1,VISIBLE,yes
190,d4:r24:peven:b1,retarded,d4:r15:peven:b2,164,1,VISIBLE,yes
191,d4:r24:peven:b2,retarded,d4:r15:peven:b2,164,1,VISIBLE,yes
192,d4:r25:podd:b0,retarded,d4:r19:peven:b2,176,1,VISIBLE,yes
193,d4:r25:peven:b1,retarded,d4:r19:peven:b2,176,1,VISIBLE,yes
194,d4:r25:peven:b2,retarded,d4:r19:peven:b2,176,1,VISIBLE,yes
195,d4:r26:podd:b0,retarded,d4:r23:peven:b2,188,1,VISIBLE,yes
195,d4:r26:podd:b0,advanced,d3:r17:podd:b0,87,1/1,VISIBLE,yes
196,d4:r26:peven:b1,retarded,d4:r23:peven:b2,188,1,VISIBLE,yes
196,d4:r26:peven:b1,advanced,d3:r17:podd:b0,87,1/1,VISIBLE,yes
197,d4:r26:peven:b2,retarded,d4:r23:peven:b2,188,1,VISIBLE,yes
197,d4:r26:peven:b2,advanced,d3:r17:podd:b0,87,1/1,VISIBLE,yes
198,d4:r27:podd:b0,retarded,d4:r27:peven:b2,200,1,VISIBLE,yes
199,d4:r27:peven:b1,retarded,d4:r27:peven:b2,200,1,VISIBLE,yes
200,d4:r27:peven:b2,retarded,d4:r27:peven:b2,200,1,VISIBLE,yes
201,d4:r28:podd:b0,retarded,d4:r31:peven:b2,212,1,VISIBLE,yes
202,d4:r28:peven:b1,retarded,d4:r31:peven:b2,212,1,VISIBLE,yes
203,d4:r28:peven:b2,retarded,d4:r31:peven:b2,212,1,VISIBLE,yes
204,d4:r29:podd:b0,retarded,d4:r35:peven:b2,224,1,VISIBLE,yes
204,d4:r29:podd:b0,advanced,d3:r19:podd:b0,93,1/1,VISIBLE,yes
205,d4:r29:peven:b1,retarded,d4:r35:peven:b2,224,1,VISIBLE,yes
205,d4:r29:peven:b1,advanced,d3:r19:podd:b0,93,1/1,VISIBLE,yes
206,d4:r29:peven:b2,retarded,d4:r35:peven:b2,224,1,VISIBLE,yes
206,d4:r29:peven:b2,advanced,d3:r19:podd:b0,93,1/1,VISIBLE,yes
207,d4:r30:podd:b0,retarded,d4:r39:peven:b2,236,1,VISIBLE,yes
208,d4:r30:peven:b1,retarded,d4:r39:peven:b2,236,1,VISIBLE,yes
209,d4:r30:peven:b2,retarded,d4:r39:peven:b2,236,1,VISIBLE,yes
210,d4:r31:podd:b0,retarded,d4:r43:peven:b2,248,1,VISIBLE,yes
211,d4:r31:peven:b1,retarded,d4:r43:peven:b2,248,1,VISIBLE,yes
212,d4:r31:peven:b2,retarded,d4:r43:peven:b2,248,1,VISIBLE,yes
213,d4:r32:podd:b0,retarded,d4:r47:peven:b2,260,1,VISIBLE,yes
213,d4:r32:podd:b0,advanced,d3:r21:podd:b0,99,1/1,VISIBLE,yes
214,d4:r32:peven:b1,retarded,d4:r47:peven:b2,260,1,VISIBLE,yes
214,d4:r32:peven:b1,advanced,d3:r21:podd:b0,99,1/1,VISIBLE,yes
215,d4:r32:peven:b2,retarded,d4:r47:peven:b2,260,1,VISIBLE,yes
215,d4:r32:peven:b2,advanced,d3:r21:podd:b0,99,1/1,VISIBLE,yes
216,d4:r33:podd:b0,retarded,d4:r51:peven:b2,272,1,VISIBLE,yes
217,d4:r33:peven:b1,retarded,d4:r51:peven:b2,272,1,VISIBLE,yes
218,d4:r33:peven:b2,retarded,d4:r51:peven:b2,272,1,VISIBLE,yes
219,d4:r34:podd:b0,retarded,d4:r55:peven:b2,284,1,VISIBLE,yes
220,d4:r34:peven:b1,retarded,d4:r55:peven:b2,284,1,VISIBLE,yes
221,d4:r34:peven:b2,retarded,d4:r55:peven:b2,284,1,VISIBLE,yes
222,d4:r35:podd:b0,retarded,d4:r59:peven:b2,296,1,VISIBLE,yes
222,d4:r35:podd:b0,advanced,d3:r23:podd:b0,105,1/1,VISIBLE,yes
223,d4:r35:peven:b1,retarded,d4:r59:peven:b2,296,1,VISIBLE,yes
223,d4:r35:peven:b1,advanced,d3:r23:podd:b0,105,1/1,VISIBLE,yes
224,d4:r35:peven:b2,retarded,d4:r59:peven:b2,296,1,VISIBLE,yes
