source_id,source,branch,target,target_id,multiplicity_fraction,route,rule_derived
877,d5:r172:peven:b1,retarded,d5:r202:peven:b2,968,1,VISIBLE,yes
878,d5:r172:peven:b2,retarded,d5:r202:peven:b2,968,1,VISIBLE,yes
879,d5:r173:podd:b0,retarded,d5:r206:peven:b2,980,1,VISIBLE,yes
879,d5:r173:podd:b0,advanced,d4:r34:podd:b0,219,1/1,VISIBLE,yes
880,d5:r173:peven:b1,retarded,d5:r206:peven:b2,980,1,VISIBLE,yes
880,d5:r173:peven:b1,advanced,d4:r34:podd:b0,219,1/1,VISIBLE,yes
881,d5:r173:peven:b2,retarded,d5:r206:peven:b2,980,1,VISIBLE,yes
881,d5:r173:peven:b2,advanced,d4:r34:podd:b0,219,1/1,VISIBLE,yes
882,d5:r174:podd:b0,retarded,d5:r210:peven:b2,992,1,VISIBLE,yes
883,d5:r174:peven:b1,retarded,d5:r210:peven:b2,992,1,VISIBLE,yes
884,d5:r174:peven:b2,retarded,d5:r210:peven:b2,992,1,VISIBLE,yes
885,d5:r175:podd:b0,retarded,d5:r214:peven:b2,1004,1,VISIBLE,yes
886,d5:r175:peven:b1,retarded,d5:r214:peven:b2,1004,1,VISIBLE,yes
887,d5:r175:peven:b2,retarded,d5:r214:peven:b2,1004,1,VISIBLE,yes
888,d5:r176:podd:b0,retarded,d5:r218:peven:b2,1016,1,VISIBLE,yes
888,d5:r176:podd:b0,advanced,d4:r36:podd:b0,225,1/1,VISIBLE,yes
889,d5:r176:peven:b1,retarded,d5:r218:peven:b2,1016,1,VISIBLE,yes
889,d5:r176:peven:b1,advanced,d4:r36:podd:b0,225,1/1,VISIBLE,yes
890,d5:r176:peven:b2,retarded,d5:r218:peven:b2,1016,1,VISIBLE,yes
890,d5:r176:peven:b2,advanced,d4:r36:podd:b0,225,1/1,VISIBLE,yes
891,d5:r177:podd:b0,retarded,d5:r222:peven:b2,1028,1,VISIBLE,yes
892,d5:r177:peven:b1,retarded,d5:r222:peven:b2,1028,1,VISIBLE,yes
893,d5:r177:peven:b2,retarded,d5:r222:peven:b2,1028,1,VISIBLE,yes
894,d5:r178:podd:b0,retarded,d5:r226:peven:b2,1040,1,VISIBLE,yes
895,d5:r178:peven:b1,retarded,d5:r226:peven:b2,1040,1,VISIBLE,yes
896,d5:r178:peven:b2,retarded,d5:r226:peven:b2,1040,1,VISIBLE,yes
897,d5:r179:podd:b0,retarded,d5:r230:peven:b2,1052,1,VISIBLE,yes
897,d5:r179:podd:b0,advanced,d4:r38:podd:b0,231,1/1,VISIBLE,yes
898,d5:r179:peven:b1,retarded,d5:r230:peven:b2,1052,1,VISIBLE,yes
898,d5:r179:peven:b1,advanced,d4:r38:podd:b0,231,1/1,VISIBLE,yes
899,d5:r179:peven:b2,retarded,d5:r230:peven:b2,1052,1,VISIBLE,yes
899,d5:r179:peven:b2,advanced,d4:r38:podd:b0,231,1/1,VISIBLE,yes
900,d5:r180:podd:b0,retarded,d5:r234:peven:b2,1064,1,VISIBLE,yes
901,d5:r180:peven:b1,retarded,d5:r234:peven:b2,1064,1,VISIBLE,yes
902,d5:r180:peven:b2,retarded,d5:r234:peven:b2,1064,1,VISIBLE,yes
903,d5:r181:podd:b0,retarded,d5:r238:peven:b2,1076,1,VISIBLE,yes
904,d5:r181:peven:b1,retarded,d5:r238:peven:b2,1076,1,VISIBLE,yes
905,d5:r181:peven:b2,retarded,d5:r238:peven:b2,1076,1,VISIBLE,yes
906,d5:r182:podd:b0,retarded,d5:r242:peven:b2,1088,1,VISIBLE,yes
906,d5:r182:podd:b0,advanced,d4:r40:podd:b0,237,1/1,VISIBLE,yes
907,d5:r182:peven:b1,retarded,d5:r242:peven:b2,1088,1,VISIBLE,yes
907,d5:r182:peven:b1,advanced,d4:r40:podd:b0,237,1/1,VISIBLE,yes
908,d5:r182:peven:b2,retarded,d5:r242:peven:b2,1088,1,VISIBLE,yes
908,d5:r182:peven:b2,advanced,d4:r40:podd:b0,237,1/1,VISIBLE,yes
909,d5:r183:podd:b0,retarded,d5:r3:peven:b2,371,1,VISIBLE,yes
910,d5:r183:peven:b1,retarded,d5:r3:peven:b2,371,1,VISIBLE,yes
911,d5:r183:peven:b2,retarded,d5:r3:peven:b2,371,1,VISIBLE,yes
912,d5:r184:podd:b0,retarded,d5:r7:peven:b2,383,1,VISIBLE,yes
913,d5:r184:peven:b1,retarded,d5:r7:peven:b2,383,1,VISIBLE,yes
914,d5:r184:peven:b2,retarded,d5:r7:peven:b2,383,1,VISIBLE,yes
915,d5:r185:podd:b0,retarded,d5:r11:peven:b2,395,1,VISIBLE,yes
915,d5:r185:podd:b0,advanced,d4:r42:podd:b0,243,1/1,VISIBLE,yes
916,d5:r185:peven:b1,retarded,d5:r11:peven:b2,395,1,VISIBLE,yes
916,d5:r185:peven:b1,advanced,d4:r42:podd:b0,243,1/1,VISIBLE,yes
917,d5:r185:peven:b2,retarded,d5:r11:peven:b2,395,1,VISIBLE,yes
917,d5:r185:peven:b2,advanced,d4:r42:podd:b0,243,1/1,VISIBLE,yes
918,d5:r186:podd:b0,retarded,d5:r15:peven:b2,407,1,VISIBLE,yes
919,d5:r186:peven:b1,retarded,d5:r15:peven:b2,407,1,VISIBLE,yes
920,d5:r186:peven:b2,retarded,d5:r15:peven:b2,407,1,VISIBLE,yes
921,d5:r187:podd:b0,retarded,d5:r19:peven:b2,419,1,VISIBLE,yes
922,d5:r187:peven:b1,retarded,d5:r19:peven:b2,419,1,VISIBLE,yes
923,d5:r187:peven:b2,retarded,d5:r19:peven:b2,419,1,VISIBLE,yes
924,d5:r188:podd:b0,retarded,d5:r23:peven:b2,431,1,VISIBLE,yes
924,d5:r188:podd:b0,advanced,d4:r44:podd:b0,249,1/1,VISIBLE,yes
925,d5:r188:peven:b1,retarded,d5:r23:peven:b2,431,1,VISIBLE,yes
925,d5:r188:peven:b1,advanced,d4:r44:podd:b0,249,1/1,VISIBLE,yes
926,d5:r188:peven:b2,retarded,d5:r23:peven:b2,431,1,VISIBLE,yes
926,d5:r188:peven:b2,advanced,d4:r44:podd:b0,249,1/1,VISIBLE,yes
927,d5:r189:podd:b0,retarded,d5:r27:peven:b2,443,1,VISIBLE,yes
928,d5:r189:peven:b1,retarded,d5:r27:peven:b2,443,1,VISIBLE,yes
929,d5:r189:peven:b2,retarded,d5:r27:peven:b2,443,1,VISIBLE,yes
930,d5:r190:podd:b0,retarded,d5:r31:peven:b2,455,1,VISIBLE,yes
931,d5:r190:peven:b1,retarded,d5:r31:peven:b2,455,1,VISIBLE,yes
932,d5:r190:peven:b2,retarded,d5:r31:peven:b2,455,1,VISIBLE,yes
933,d5:r191:podd:b0,retarded,d5:r35:peven:b2,467,1,VISIBLE,yes
933,d5:r191:podd:b0,advanced,d4:r46:podd:b0,255,1/1,VISIBLE,yes
934,d5:r191:peven:b1,retarded,d5:r35:peven:b2,467,1,VISIBLE,yes
934,d5:r191:peven:b1,advanced,d4:r46:podd:b0,255,1/1,VISIBLE,yes
935,d5:r191:peven:b2,retarded,d5:r35:peven:b2,467,1,VISIBLE,yes
935,d5:r191:peven:b2,advanced,d4:r46:podd:b0,255,1/1,VISIBLE,yes
936,d5:r192:podd:b0,retarded,d5:r39:peven:b2,479,1,VISIBLE,yes
937,d5:r192:peven:b1,retarded,d5:r39:peven:b2,479,1,VISIBLE,yes
938,d5:r192:peven:b2,retarded,d5:r39:peven:b2,479,1,VISIBLE,yes
939,d5:r193:podd:b0,retarded,d5:r43:peven:b2,491,1,VISIBLE,yes
940,d5:r193:peven:b1,retarded,d5:r43:peven:b2,491,1,VISIBLE,yes
941,d5:r193:peven:b2,retarded,d5:r43:peven:b2,491,1,VISIBLE,yes
942,d5:r194:podd:b0,retarded,d5:r47:peven:b2,503,1,VISIBLE,yes
942,d5:r194:podd:b0,advanced,d4:r48:podd:b0,261,1/1,VISIBLE,yes
943,d5:r194:peven:b1,retarded,d5:r47:peven:b2,503,1,VISIBLE,yes
943,d5:r194:peven:b1,advanced,d4:r48:podd:b0,261,1/1,VISIBLE,yes
944,d5:r194:peven:b2,retarded,d5:r47:peven:b2,503,1,VISIBLE,yes
944,d5:r194:peven:b2,advanced,d4:r48:podd:b0,261,1/1,VISIBLE,yes
945,d5:r195:podd:b0,retarded,d5:r51:peven:b2,515,1,VISIBLE,yes
946,d5:r195:peven:b1,retarded,d5:r51:peven:b2,515,1,VISIBLE,yes
947,d5:r195:peven:b2,retarded,d5:r51:peven:b2,515,1,VISIBLE,yes
948,d5:r196:podd:b0,retarded,d5:r55:peven:b2,527,1,VISIBLE,yes
949,d5:r196:peven:b1,retarded,d5:r55:peven:b2,527,1,VISIBLE,yes
950,d5:r196:peven:b2,retarded,d5:r55:peven:b2,527,1,VISIBLE,yes
951,d5:r197:podd:b0,retarded,d5:r59:peven:b2,539,1,VISIBLE,yes
951,d5:r197:podd:b0,advanced,d4:r50:podd:b0,267,1/1,VISIBLE,yes
952,d5:r197:peven:b1,retarded,d5:r59:peven:b2,539,1,VISIBLE,yes
952,d5:r197:peven:b1,advanced,d4:r50:podd:b0,267,1/1,VISIBLE,yes
953,d5:r197:peven:b2,retarded,d5:r59:peven:b2,539,1,VISIBLE,yes
953,d5:r197:peven:b2,advanced,d4:r50:podd:b0,267,1/1,VISIBLE,yes
954,d5:r198:podd:b0,retarded,d5:r63:peven:b2,551,1,VISIBLE,yes
955,d5:r198:peven:b1,retarded,d5:r63:peven:b2,551,1,VISIBLE,yes
956,d5:r198:peven:b2,retarded,d5:r63:peven:b2,551,1,VISIBLE,yes
957,d5:r199:podd:b0,retarded,d5:r67:peven:b2,563,1,VISIBLE,yes
958,d5:r199:peven:b1,retarded,d5:r67:peven:b2,563,1,VISIBLE,yes
959,d5:r199:peven:b2,retarded,d5:r67:peven:b2,563,1,VISIBLE,yes
960,d5:r200:podd:b0,retarded,d5:r71:peven:b2,575,1,VISIBLE,yes
960,d5:r200:podd:b0,advanced,d4:r52:podd:b0,273,1/1,VISIBLE,yes
961,d5:r200:peven:b1,retarded,d5:r71:peven:b2,575,1,VISIBLE,yes
961,d5:r200:peven:b1,advanced,d4:r52:podd:b0,273,1/1,VISIBLE,yes
962,d5:r200:peven:b2,retarded,d5:r71:peven:b2,575,1,VISIBLE,yes
962,d5:r200:peven:b2,advanced,d4:r52:podd:b0,273,1/1,VISIBLE,yes
963,d5:r201:podd:b0,retarded,d5:r75:peven:b2,587,1,VISIBLE,yes
964,d5:r201:peven:b1,retarded,d5:r75:peven:b2,587,1,VISIBLE,yes
965,d5:r201:peven:b2,retarded,d5:r75:peven:b2,587,1,VISIBLE,yes
966,d5:r202:podd:b0,retarded,d5:r79:peven:b2,599,1,VISIBLE,yes
967,d5:r202:peven:b1,retarded,d5:r79:peven:b2,599,1,VISIBLE,yes
968,d5:r202:peven:b2,retarded,d5:r79:peven:b2,599,1,VISIBLE,yes
969,d5:r203:podd:b0,retarded,d5:r83:peven:b2,611,1,VISIBLE,yes
969,d5:r203:podd:b0,advanced,d4:r54:podd:b0,279,1/1,VISIBLE,yes
970,d5:r203:peven:b1,retarded,d5:r83:peven:b2,611,1,VISIBLE,yes
970,d5:r203:peven:b1,advanced,d4:r54:podd:b0,279,1/1,VISIBLE,yes
971,d5:r203:peven:b2,retarded,d5:r83:peven:b2,611,1,VISIBLE,yes
971,d5:r203:peven:b2,advanced,d4:r54:podd:b0,279,1/1,VISIBLE,yes
972,d5:r204:podd:b0,retarded,d5:r87:peven:b2,623,1,VISIBLE,yes
973,d5:r204:peven:b1,retarded,d5:r87:peven:b2,623,1,VISIBLE,yes
974,d5:r204:peven:b2,retarded,d5:r87:peven:b2,623,1,VISIBLE,yes
975,d5:r205:podd:b0,retarded,d5:r91:peven:b2,635,1,VISIBLE,yes
976,d5:r205:peven:b1,retarded,d5:r91:peven:b2,635,1,VISIBLE,yes
977,d5:r205:peven:b2,retarded,d5:r91:peven:b2,635,1,VISIBLE,yes
978,d5:r206:podd:b0,retarded,d5:r95:peven:b2,647,1,VISIBLE,yes
978,d5:r206:podd:b0,advanced,d4:r56:podd:b0,285,1/1,VISIBLE,yes
979,d5:r206:peven:b1,retarded,d5:r95:peven:b2,647,1,VISIBLE,yes
979,d5:r206:peven:b1,advanced,d4:r56:podd:b0,285,1/1,VISIBLE,yes
980,d5:r206:peven:b2,retarded,d5:r95:peven:b2,647,1,VISIBLE,yes
980,d5:r206:peven:b2,advanced,d4:r56:podd:b0,285,1/1,VISIBLE,yes
981,d5:r207:podd:b0,retarded,d5:r99:peven:b2,659,1,VISIBLE,yes
982,d5:r207:peven:b1,retarded,d5:r99:peven:b2,659,1,VISIBLE,yes
983,d5:r207:peven:b2,retarded,d5:r99:peven:b2,659,1,VISIBLE,yes
984,d5:r208:podd:b0,retarded,d5:r103:peven:b2,671,1,VISIBLE,yes
985,d5:r208:peven:b1,retarded,d5:r103:peven:b2,671,1,VISIBLE,yes
986,d5:r208:peven:b2,retarded,d5:r103:peven:b2,671,1,VISIBLE,yes
987,d5:r209:podd:b0,retarded,d5:r107:peven:b2,683,1,VISIBLE,yes
987,d5:r209:podd:b0,advanced,d4:r58:podd:b0,291,1/1,VISIBLE,yes
988,d5:r209:peven:b1,retarded,d5:r107:peven:b2,683,1,VISIBLE,yes
988,d5:r209:peven:b1,advanced,d4:r58:podd:b0,291,1/1,VISIBLE,yes
989,d5:r209:peven:b2,retarded,d5:r107:peven:b2,683,1,VISIBLE,yes
989,d5:r209:peven:b2,advanced,d4:r58:podd:b0,291,1/1,VISIBLE,yes
990,d5:r210:podd:b0,retarded,d5:r111:peven:b2,695,1,VISIBLE,yes
991,d5:r210:peven:b1,retarded,d5:r111:peven:b2,695,1,VISIBLE,yes
992,d5:r210:peven:b2,retarded,d5:r111:peven:b2,695,1,VISIBLE,yes
993,d5:r211:podd:b0,retarded,d5:r115:peven:b2,707,1,VISIBLE,yes
994,d5:r211:peven:b1,retarded,d5:r115:peven:b2,707,1,VISIBLE,yes
995,d5:r211:peven:b2,retarded,d5:r115:peven:b2,707,1,VISIBLE,yes
996,d5:r212:podd:b0,retarded,d5:r119:peven:b2,719,1,VISIBLE,yes
996,d5:r212:podd:b0,advanced,d4:r60:podd:b0,297,1/1,VISIBLE,yes
997,d5:r212:peven:b1,retarded,d5:r119:peven:b2,719,1,VISIBLE,yes
997,d5:r212:peven:b1,advanced,d4:r60:podd:b0,297,1/1,VISIBLE,yes
998,d5:r212:peven:b2,retarded,d5:r119:peven:b2,719,1,VISIBLE,yes
998,d5:r212:peven:b2,advanced,d4:r60:podd:b0,297,1/1,VISIBLE,yes
999,d5:r213:podd:b0,retarded,d5:r123:peven:b2,731,1,VISIBLE,yes
1000,d5:r213:peven:b1,retarded,d5:r123:peven:b2,731,1,VISIBLE,yes
1001,d5:r213:peven:b2,retarded,d5:r123:peven:b2,731,1,VISIBLE,yes
1002,d5:r214:podd:b0,retarded,d5:r127:peven:b2,743,1,VISIBLE,yes
1003,d5:r214:peven:b1,retarded,d5:r127:peven:b2,743,1,VISIBLE,yes
1004,d5:r214:peven:b2,retarded,d5:r127:peven:b2,743,1,VISIBLE,yes
1005,d5:r215:podd:b0,retarded,d5:r131:peven:b2,755,1,VISIBLE,yes
1005,d5:r215:podd:b0,advanced,d4:r62:podd:b0,303,1/1,VISIBLE,yes
1006,d5:r215:peven:b1,retarded,d5:r131:peven:b2,755,1,VISIBLE,yes
1006,d5:r215:peven:b1,advanced,d4:r62:podd:b0,303,1/1,VISIBLE,yes
1007,d5:r215:peven:b2,retarded,d5:r131:peven:b2,755,1,VISIBLE,yes
1007,d5:r215:peven:b2,advanced,d4:r62:podd:b0,303,1/1,VISIBLE,yes
1008,d5:r216:podd:b0,retarded,d5:r135:peven:b2,767,1,VISIBLE,yes
1009,d5:r216:peven:b1,retarded,d5:r135:peven:b2,767,1,VISIBLE,yes
1010,d5:r216:peven:b2,retarded,d5:r135:peven:b2,767,1,VISIBLE,yes
1011,d5:r217:podd:b0,retarded,d5:r139:peven:b2,779,1,VISIBLE,yes
1012,d5:r217:peven:b1,retarded,d5:r139:peven:b2,779,1,VISIBLE,yes
1013,d5:r217:peven:b2,retarded,d5:r139:peven:b2,779,1,VISIBLE,yes
1014,d5:r218:podd:b0,retarded,d5:r143:peven:b2,791,1,VISIBLE,yes
1014,d5:r218:podd:b0,advanced,d4:r64:podd:b0,309,1/1,VISIBLE,yes
1015,d5:r218:peven:b1,retarded,d5:r143:peven:b2,791,1,VISIBLE,yes
1015,d5:r218:peven:b1,advanced,d4:r64:podd:b0,309,1/1,VISIBLE,yes
1016,d5:r218:peven:b2,retarded,d5:r143:peven:b2,791,1,VISIBLE,yes
1016,d5:r218:peven:b2,advanced,d4:r64:podd:b0,309,1/1,VISIBLE,yes
1017,d5:r219:podd:b0,retarded,d5:r147:peven:b2,803,1,VISIBLE,yes
1018,d5:r219:peven:b1,retarded,d5:r147:peven:b2,803,1,VISIBLE,yes
1019,d5:r219:peven:b2,retarded,d5:r147:peven:b2,803,1,VISIBLE,yes
1020,d5:r220:podd:b0,retarded,d5:r151:peven:b2,815,1,VISIBLE,yes
1021,d5:r220:peven:b1,retarded,d5:r151:peven:b2,815,1,VISIBLE,yes
1022,d5:r220:peven:b2,retarded,d5:r151:peven:b2,815,1,VISIBLE,yes
1023,d5:r221:podd:b0,retarded,d5:r155:peven:b2,827,1,VISIBLE,yes
1023,d5:r221:podd:b0,advanced,d4:r66:podd:b0,315,1/1,VISIBLE,yes
1024,d5:r221:peven:b1,retarded,d5:r155:peven:b2,827,1,VISIBLE,yes
1024,d5:r221:peven:b1,advanced,d4:r66:podd:b0,315,1/1,VISIBLE,yes
1025,d5:r221:peven:b2,retarded,d5:r155:peven:b2,827,1,VISIBLE,yes
1025,d5:r221:peven:b2,advanced,d4:r66:podd:b0,315,1/1,VISIBLE,yes
1026,d5:r222:podd:b0,retarded,d5:r159:peven:b2,839,1,VISIBLE,yes
1027,d5:r222:peven:b1,retarded,d5:r159:peven:b2,839,1,VISIBLE,yes
1028,d5:r222:peven:b2,retarded,d5:r159:peven:b2,839,1,VISIBLE,yes
1029,d5:r223:podd:b0,retarded,d5:r163:peven:b2,851,1,VISIBLE,yes
1030,d5:r223:peven:b1,retarded,d5:r163:peven:b2,851,1,VISIBLE,yes
1031,d5:r223:peven:b2,retarded,d5:r163:peven:b2,851,1,VISIBLE,yes
1032,d5:r224:podd:b0,retarded,d5:r167:peven:b2,863,1,VISIBLE,yes
1032,d5:r224:podd:b0,advanced,d4:r68:podd:b0,321,1/1,VISIBLE,yes
1033,d5:r224:peven:b1,retarded,d5:r167:peven:b2,863,1,VISIBLE,yes
1033,d5:r224:peven:b1,advanced,d4:r68:podd:b0,321,1/1,VISIBLE,yes
1034,d5:r224:peven:b2,retarded,d5:r167:peven:b2,863,1,VISIBLE,yes
1034,d5:r224:peven:b2,advanced,d4:r68:podd:b0,321,1/1,VISIBLE,yes
1035,d5:r225:podd:b0,retarded,d5:r171:peven:b2,875,1,VISIBLE,yes
1036,d5:r225:peven:b1,retarded,d5:r171:peven:b2,875,1,VISIBLE,yes
1037,d5:r225:peven:b2,retarded,d5:r171:peven:b2,875,1,VISIBLE,yes
1038,d5:r226:podd:b0,retarded,d5:r175:peven:b2,887,1,VISIBLE,yes
1039,d5:r226:peven:b1,retarded,d5:r175:peven:b2,887,1,VISIBLE,yes
1040,d5:r226:peven:b2,retarded,d5:r175:peven:b2,887,1,VISIBLE,yes
1041,d5:r227:podd:b0,retarded,d5:r179:peven:b2,899,1,VISIBLE,yes
1041,d5:r227:podd:b0,advanced,d4:r70:podd:b0,327,1/1,VISIBLE,yes
1042,d5:r227:peven:b1,retarded,d5:r179:peven:b2,899,1,VISIBLE,yes
1042,d5:r227:peven:b1,advanced,d4:r70:podd:b0,327,1/1,VISIBLE,yes
1043,d5:r227:peven:b2,retarded,d5:r179:peven:b2,899,1,VISIBLE,yes
1043,d5:r227:peven:b2,advanced,d4:r70:podd:b0,327,1/1,VISIBLE,yes
1044,d5:r228:podd:b0,retarded,d5:r183:peven:b2,911,1,VISIBLE,yes
1045,d5:r228:peven:b1,retarded,d5:r183:peven:b2,911,1,VISIBLE,yes
1046,d5:r228:peven:b2,retarded,d5:r183:peven:b2,911,1,VISIBLE,yes
1047,d5:r229:podd:b0,retarded,d5:r187:peven:b2,923,1,VISIBLE,yes
1048,d5:r229:peven:b1,retarded,d5:r187:peven:b2,923,1,VISIBLE,yes
1049,d5:r229:peven:b2,retarded,d5:r187:peven:b2,923,1,VISIBLE,yes
1050,d5:r230:podd:b0,retarded,d5:r191:peven:b2,935,1,VISIBLE,yes
1050,d5:r230:podd:b0,advanced,d4:r72:podd:b0,333,1/1,VISIBLE,yes
1051,d5:r230:peven:b1,retarded,d5:r191:peven:b2,935,1,VISIBLE,yes
1051,d5:r230:peven:b1,advanced,d4:r72:podd:b0,333,1/1,VISIBLE,yes
1052,d5:r230:peven:b2,retarded,d5:r191:peven:b2,935,1,VISIBLE,yes
1052,d5:r230:peven:b2,advanced,d4:r72:podd:b0,333,1/1,VISIBLE,yes
1053,d5:r231:podd:b0,retarded,d5:r195:peven:b2,947,1,VISIBLE,yes
1054,d5:r231:peven:b1,retarded,d5:r195:peven:b2,947,1,VISIBLE,yes
1055,d5:r231:peven:b2,retarded,d5:r195:peven:b2,947,1,VISIBLE,yes
1056,d5:r232:podd:b0,retarded,d5:r199:peven:b2,959,1,VISIBLE,yes
1057,d5:r232:peven:b1,retarded,d5:r199:peven:b2,959,1,VISIBLE,yes
1058,d5:r232:peven:b2,retarded,d5:r199:peven:b2,959,1,VISIBLE,yes
1059,d5:r233:podd:b0,retarded,d5:r203:peven:b2,971,1,VISIBLE,yes
1059,d5:r233:podd:b0,advanced,d4:r74:podd:b0,339,1/1,VISIBLE,yes
1060,d5:r233:peven:b1,retarded,d5:r203:peven:b2,971,1,VISIBLE,yes
1060,d5:r233:peven:b1,advanced,d4:r74:podd:b0,339,1/1,VISIBLE,yes
1061,d5:r233:peven:b2,retarded,d5:r203:peven:b2,971,1,VISIBLE,yes
1061,d5:r233:peven:b2,advanced,d4:r74:podd:b0,339,1/1,VISIBLE,yes
1062,d5:r234:podd:b0,retarded,d5:r207:peven:b2,983,1,VISIBLE,yes
1063,d5:r234:peven:b1,retarded,d5:r207:peven:b2,983,1,VISIBLE,yes
1064,d5:r234:peven:b2,retarded,d5:r207:peven:b2,983,1,VISIBLE,yes
1065,d5:r235:podd:b0,retarded,d5:r211:peven:b2,995,1,VISIBLE,yes
1066,d5:r235:peven:b1,retarded,d5:r211:peven:b2,995,1,VISIBLE,yes
1067,d5:r235:peven:b2,retarded,d5:r211:peven:b2,995,1,VISIBLE,yes
1068,d5:r236:podd:b0,retarded,d5:r215:peven:b2,1007,1,VISIBLE,yes
1068,d5:r236:podd:b0,advanced,d4:r76:podd:b0,345,1/1,VISIBLE,yes
1069,d5:r236:peven:b1,retarded,d5:r215:peven:b2,1007,1,VISIBLE,yes
1069,d5:r236:peven:b1,advanced,d4:r76:podd:b0,345,1/1,VISIBLE,yes
1070,d5:r236:peven:b2,retarded,d5:r215:peven:b2,1007,1,VISIBLE,yes
1070,d5:r236:peven:b2,advanced,d4:r76:podd:b0,345,1/1,VISIBLE,yes
1071,d5:r237:podd:b0,retarded,d5:r219:peven:b2,1019,1,VISIBLE,yes
1072,d5:r237:peven:b1,retarded,d5:r219:peven:b2,1019,1,VISIBLE,yes
1073,d5:r237:peven:b2,retarded,d5:r219:peven:b2,1019,1,VISIBLE,yes
1074,d5:r238:podd:b0,retarded,d5:r223:peven:b2,1031,1,VISIBLE,yes
1075,d5:r238:peven:b1,retarded,d5:r223:peven:b2,1031,1,VISIBLE,yes
1076,d5:r238:peven:b2,retarded,d5:r223:peven:b2,1031,1,VISIBLE,yes
1077,d5:r239:podd:b0,retarded,d5:r227:peven:b2,1043,1,VISIBLE,yes
1077,d5:r239:podd:b0,advanced,d4:r78:podd:b0,351,1/1,VISIBLE,yes
1078,d5:r239:peven:b1,retarded,d5:r227:peven:b2,1043,1,VISIBLE,yes
1078,d5:r239:peven:b1,advanced,d4:r78:podd:b0,351,1/1,VISIBLE,yes
1079,d5:r239:peven:b2,retarded,d5:r227:peven:b2,1043,1,VISIBLE,yes
1079,d5:r239:peven:b2,advanced,d4:r78:podd:b0,351,1/1,VISIBLE,yes
1080,d5:r240:podd:b0,retarded,d5:r231:peven:b2,1055,1,VISIBLE,yes
1081,d5:r240:peven:b1,retarded,d5:r231:peven:b2,1055,1,VISIBLE,yes
1082,d5:r240:peven:b2,retarded,d5:r231:peven:b2,1055,1,VISIBLE,yes
1083,d5:r241:podd:b0,retarded,d5:r235:peven:b2,1067,1,VISIBLE,yes
1084,d5:r241:peven:b1,retarded,d5:r235:peven:b2,1067,1,VISIBLE,yes
1085,d5:r241:peven:b2,retarded,d5:r235:peven:b2,1067,1,VISIBLE,yes
1086,d5:r242:podd:b0,retarded,d5:r239:peven:b2,1079,1,VISIBLE,yes
1086,d5:r242:podd:b0,advanced,d4:r80:podd:b0,357,1/1,VISIBLE,yes
1087,d5:r242:peven:b1,retarded,d5:r239:peven:b2,1079,1,VISIBLE,yes
1087,d5:r242:peven:b1,advanced,d4:r80:podd:b0,357,1/1,VISIBLE,yes
1088,d5:r242:peven:b2,retarded,d5:r239:peven:b2,1079,1,VISIBLE,yes
1088,d5:r242:peven:b2,advanced,d4:r80:podd:b0,357,1/1,VISIBLE,yes
